source_row,Title,Publication,Date,DOI,remaining_reason,elsevier_status,is_oa,oa_status,best_oa_url,unpaywall_pdf_status,unpaywall_pdf_file,unpaywall_pdf_error
1989,Nanometer-Thick MoS2Films Made by High-Temperature Atomic Layer Deposition as Coatings for Friction Reduction,ACS Applied Nano Materials,2022-04-22,10.1021/acsanm.2c00439,closed in Unpaywall,404 not found,False,closed,,,,
1998,Stepwise growth of crystalline MoS2 in atomic layer deposition,Journal of Materials Chemistry C,2022-04-13,10.1039/d2tc01156e,closed in Unpaywall,404 not found,False,closed,,,,
1999,SnO2 Thin Film Prepared by Atomic Layer Deposition Technology and Its Effect on the Performance of Perovskite Solar Cells,Cailiao Daobao Materials Reports,2022-04-10,10.11896/cldb.20110236,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
2000,Electrical characterization of memory capacitors for nonvolatile memory applications based on nanolaminated HfO2/Al2O3and Al-doped HfO2stacks,Journal of Physics Conference Series,2022-04-04,10.1088/1742-6596/2240/1/012046,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1088/1742-6596/2240/1/012046,failed,,no PDF link found on OA page
2001,Optimization of atomic layer deposition of Al2O3 films as possible template for graphene transfer,Journal of Physics Conference Series,2022-04-04,10.1088/1742-6596/2240/1/012002,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1088/1742-6596/2240/1/012002,failed,,no PDF link found on OA page
2002,Morphological evolution of thin AlN films grown by atomic layer deposition,Journal of Physics Conference Series,2022-04-04,10.1088/1742-6596/2240/1/012005,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1088/1742-6596/2240/1/012005,failed,,no PDF link found on OA page
2003,Atomic layer deposition of AlN on different SiC surfaces,Journal of Physics Conference Series,2022-04-04,10.1088/1742-6596/2240/1/012004,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1088/1742-6596/2240/1/012004,failed,,no PDF link found on OA page
2004,Pt nanoparticles Confined in TiO2 Nanotubes With Enhanced Catalytic Performance for Phenol Hydrogenation by Atomic Layer Deposition,Catalysis Letters,2022-04-01,10.1007/s10562-021-03702-9,closed in Unpaywall,404 not found,False,closed,,,,
2006,Structure and Electrical Properties of Zirconium-Aluminum-Oxide Films Engineered by Atomic Layer Deposition,Coatings,2022-04-01,10.3390/coatings12040431,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2079-6412/12/4/431/pdf?version=1648041005,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2079-6412/12/4/431/pdf?version=1648041005')
2007,Characteristics of PEALD–Hafnium Dioxide Films and their Application to Gate Insulator Stacks of Photosynaptic Transistors,Advanced Electronic Materials,2022-04-01,10.1002/aelm.202101061,closed in Unpaywall,404 not found,False,closed,,,,
2009,Improving the water-resistance of MgO-based metal-insulator-metal capacitors by inserting a BeO thin film grown via atomic layer deposition,Journal of Materials Chemistry C,2022-04-01,10.1039/d2tc00595f,closed in Unpaywall,404 not found,False,closed,,,,
2010,Fabrication of Ultra-Thin Hf0.5Zr0.5O2 Film and Its Application on ETSOI Devices,Xiyou Jinshu Chinese Journal of Rare Metals,2022-04-01,10.13373/j.cnki.cjrm.XY20020023,DOI not found in Unpaywall,404 not found,,doi_not_found,,,,
2013,Flexible Hf0.5Zr0.5O2 ferroelectric thin films on polyimide with improved ferroelectricity and high flexibility,Nano Research,2022-04-01,10.1007/s12274-021-3896-8,closed in Unpaywall,404 not found,False,closed,,,,
2014,Numerical Modeling of the Mechanical Reliability of Multicoated Nanoencapsulated Phase-Change Materials with Improved Thermal Performance,Solar Rrl,2022-04-01,10.1002/solr.202100724,OA PDF download failed,404 not found,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202100724,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/solr.202100724')
2015,Modeling atomic layer deposition of alumina using reactive force field molecular dynamics,MRS Advances,2022-04-01,10.1557/s43580-022-00271-w,closed in Unpaywall,404 not found,False,closed,,,,
2016,High-Performance Potassium-Tellurium Batteries Stabilized by Interface Engineering,Small,2022-04-01,10.1002/smll.202200085,closed in Unpaywall,404 not found,False,closed,,,,
2019,Tin dioxide in terms of physical properties on steel AISI 316 LVM,Materialwissenschaft Und Werkstofftechnik,2022-04-01,10.1002/mawe.202200015,closed in Unpaywall,404 not found,False,closed,,,,
2020,All Solid-State Li/LLZO/LCO Battery Enabled by Alumina Interfacial Coating,Journal of the Electrochemical Society,2022-04-01,10.1149/1945-7111/ac644f,closed in Unpaywall,404 not found,False,closed,,,,
2023,Novel Vertical Channel-All-Around (CAA) In-Ga-Zn-O FET for 2T0C-DRAM With High Density Beyond 4F2by Monolithic Stacking,IEEE Transactions on Electron Devices,2022-04-01,10.1109/TED.2022.3154693,closed in Unpaywall,404 not found,False,closed,,,,
2024,Is Coating Oxide on Porous Metal Thin-Film for Low-Temperature Solid Oxide Fuel Cell Cathode a Panacea for Performance Enhancement?,International Journal of Precision Engineering and Manufacturing,2022-04-01,10.1007/s12541-022-00628-z,closed in Unpaywall,404 not found,False,closed,,,,
2027,Atomic layer deposition of titanium oxide thin films using a titanium precursor with a linked amido-cyclopentadienyl ligand,Journal of Materials Chemistry C,2022-03-26,10.1039/d2tc00574c,closed in Unpaywall,404 not found,False,closed,,,,
2029,Atomic Lego Catalysts Synthesized by Atomic Layer Deposition,Accounts of Materials Research,2022-03-25,10.1021/accountsmr.1c00250,closed in Unpaywall,404 not found,False,closed,,,,
2030,Neuromorphic Synapses with High Switching Uniformity and Multilevel Memory Storage Enabled through a Hf-Al-O Alloy for Artificial Intelligence,ACS Applied Electronic Materials,2022-03-22,10.1021/acsaelm.2c00023,closed in Unpaywall,404 not found,False,closed,,,,
2031,Ultralow-Resistivity Molybdenum-Carbide Thin Films Deposited by Plasma-Enhanced Atomic Layer Deposition Using a Cyclopentadienyl-Based Precursor,Chemistry of Materials,2022-03-22,10.1021/acs.chemmater.1c03607,closed in Unpaywall,404 not found,False,closed,,,,
2033,Coating of Low-Cost Asphaltenes-Derived Carbon Fibers with V2O5for Supercapacitor Application,Energy and Fuels,2022-03-17,10.1021/acs.energyfuels.2c00066,closed in Unpaywall,404 not found,False,closed,,,,
2036,Role of Anionic Backbone in NHC-Stabilized Coinage Metal Complexes: New Precursors for Atomic Layer Deposition**,Chemistry A European Journal,2022-03-16,10.1002/chem.202103798,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202103798,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/chem.202103798')
2044,Tunable Ti3+-Mediated Charge Carrier Dynamics of Atomic Layer Deposition-Grown Amorphous TiO2,Journal of Physical Chemistry C,2022-03-10,10.1021/acs.jpcc.1c10919,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acs.jpcc.1c10919,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.jpcc.1c10919')
2046,Colloidal-ALD-Grown Hybrid Shells Nucleate via a Ligand-Precursor Complex,Journal of the American Chemical Society,2022-03-09,10.1021/jacs.1c12538,OA PDF download failed,404 not found,True,green,https://infoscience.epfl.ch/handle/20.500.14299/185553,failed,,HTTPError('405 Client Error: Not Allowed for url: https://infoscience.epfl.ch/handle/20.500.14299/185553')
2047,Sub-Nanometer Interfacial Oxides on Highly Oriented Pyrolytic Graphite and Carbon Nanotubes Enabled by Lateral Oxide Growth,ACS Applied Materials and Interfaces,2022-03-09,10.1021/acsami.1c21743,closed in Unpaywall,404 not found,False,closed,,,,
2048,Room-Temperature Atomic Layer Deposition of Elemental Antimony,Chemistry of Materials,2022-03-08,10.1021/acs.chemmater.1c04411,closed in Unpaywall,404 not found,False,closed,,,,
2050,"Formation of mononuclear N,O-chelate zirconium complexes by direct insertion of epoxide into tetrakis(dimethylamido)zirconium: highly promising approach for developing an ALD precursor of ZrO2 thin films",Dalton Transactions,2022-03-07,10.1039/d1dt04207f,closed in Unpaywall,404 not found,False,closed,,,,
2054,MoS2/MXene Aerogel with Conformal Heterogeneous Interfaces Tailored by Atomic Layer Deposition for Tunable Microwave Absorption,Advanced Science,2022-03-01,10.1002/advs.202101988,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1002/advs.202101988,failed,,HTTPError('403 Client Error: Forbidden for url: https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202101988')
2055,Modified 3D-printed architectures: Effects of coating by alumina on acrylonitrile butadiene styrene,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001595,closed in Unpaywall,404 not found,False,closed,,,,
2056,"Spontaneous etching of B2O3by HF gas studied using infrared spectroscopy, mass spectrometry, and density functional theory",Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001542,OA PDF download failed,404 not found,True,bronze,https://avs.scitation.org/doi/pdf/10.1116/6.0001542,failed,,no PDF link found on OA page
2058,Atomic layer deposition of GdF3thin films,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001629,OA PDF download failed,404 not found,True,bronze,https://avs.scitation.org/doi/pdf/10.1116/6.0001629,failed,,no PDF link found on OA page
2059,Ga-concentration-dependent optical and electrical properties of Ga-doped ZnO thin films prepared by low-temperature atomic layer deposition,Journal of Materials Science Materials in Electronics,2022-03-01,10.1007/s10854-022-07756-2,closed in Unpaywall,404 not found,False,closed,,,,
2061,Reaction mechanism studies on atomic layer deposition process of AlF3,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001624,OA PDF download failed,404 not found,True,green,http://hdl.handle.net/10138/339323,failed,,no PDF link found on OA page
2062,Methyl-methacrylate based aluminum hybrid film grown via three-precursor molecular layer deposition,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001505,closed in Unpaywall,404 not found,False,closed,,,,
2063,"Atomic-Layer-Deposition-Made Very Thin Layer of Al2O3, Improves the Young’s Modulus of Graphene",Applied Sciences Switzerland,2022-03-01,10.3390/app12052491,OA PDF download failed,404 not found,True,gold,https://www.mdpi.com/2076-3417/12/5/2491/pdf?version=1646100065,failed,,HTTPError('403 Client Error: Forbidden for url: https://www.mdpi.com/2076-3417/12/5/2491/pdf?version=1646100065')
2065,Roomerature atomic layer deposition of iron oxide using plasma excited humidified argon,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001622,closed in Unpaywall,404 not found,False,closed,,,,
2067,Surface Engineering Suppresses the Failure of Biphasic Sodium Layered Cathode for High Performance Sodium-Ion Batteries,Advanced Functional Materials,2022-03-01,10.1002/adfm.202109319,closed in Unpaywall,404 not found,False,closed,,,,
2068,"Atomic layer deposition of titanium phosphate onto reinforcing fibers using titanium tetrachloride, water, and tris(trimethylsilyl) phosphate as precursors",Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001514,closed in Unpaywall,404 not found,False,closed,,,,
2070,Low-Temperature Synthesis of Amorphous Silicon and Its Ball-in-Ball Hollow Nanospheres as High-Performance Anodes for Sodium-Ion Batteries,Advanced Materials Interfaces,2022-03-01,10.1002/admi.202102158,closed in Unpaywall,404 not found,False,closed,,,,
2071,"High wet-etch resistance SiO2 films deposited by plasma-enhanced atomic layer deposition with 1,1,1-tris(dimethylamino)disilane",Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001519,closed in Unpaywall,404 not found,False,closed,,,,
2073,Room-temperature and high-quality HfO2/SiO2gate stacked film grown by neutral beam enhanced atomic layer deposition,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2022-03-01,10.1116/6.0001607,OA PDF download failed,404 not found,True,hybrid,https://avs.scitation.org/doi/pdf/10.1116/6.0001607,failed,,no PDF link found on OA page
2075,Thermal and plasma enhanced atomic layer deposition of ultrathin TiO2on silicon from amide and alkoxide precursors: Growth chemistry and photoelectrochemical performance,Journal of Physics D Applied Physics,2022-02-24,10.1088/1361-6463/ac360c,OA PDF download failed,404 not found,True,hybrid,https://iopscience.iop.org/article/10.1088/1361-6463/ac360c/pdf,failed,,downloaded response was not a PDF
2077,Atomic Layer Deposition of Iridium Using a Tricarbonyl Cyclopropenyl Precursor and Oxygen,Chemistry of Materials,2022-02-22,10.1021/acs.chemmater.1c03142,closed in Unpaywall,404 not found,False,closed,,,,
2081,"Surface reactions between LiHMDS, TMA and TMP leading to deposition of amorphous lithium phosphate",Journal of Materials Chemistry A,2022-02-21,10.1039/d1ta09500e,closed in Unpaywall,404 not found,False,closed,,,,
2086,Coordination-Assisted Precise Construction of Metal Oxide Nanofilms for High-Performance Solid-State Batteries,Journal of the American Chemical Society,2022-02-09,10.1021/jacs.1c10872,closed in Unpaywall,404 not found,False,closed,,,,
2087,Simultaneously enhanced electrical conductivity and suppressed thermal conductivity for ALD ZnO films via purge-time controlled defects,Applied Physics Letters,2022-02-07,10.1063/5.0081657,OA PDF download failed,404 not found,True,green,https://research.aalto.fi/files/80138135/CHEM_Ghiyasi_et_al_Simultaneously_enhanced_electrical_2022_Appl_Phys_Lett.pdf,failed,,HTTPError('403 Client Error: Forbidden for url: https://research.aalto.fi/files/80138135/CHEM_Ghiyasi_et_al_Simultaneously_enhanced_electrical_2022_Appl_Phys_Lett.pdf')
2088,In situ analysis of growth rate evolution during molecular layer deposition of ultra-thin polyurea films using aliphatic and aromatic precursors,Dalton Transactions,2022-02-07,10.1039/d1dt03689k,closed in Unpaywall,404 not found,False,closed,,,,
2089,Facile synthesis of an organic/inorganic hybrid 2D structure tincone film by molecular layer deposition,Dalton Transactions,2022-02-07,10.1039/d1dt02984c,closed in Unpaywall,404 not found,False,closed,,,,
2091,Aligning time-resolved kinetics (TAP) and surface spectroscopy (AP-XPS) for a more comprehensive understanding of ALD-derived 2D and 3D model catalysts,Faraday Discussions,2022-02-07,10.1039/d1fd00120e,OA PDF download failed,404 not found,True,green,http://hdl.handle.net/1854/LU-01GKP0K1P4PJ0ZKDK971D8529X,failed,,downloaded response was not a PDF
2095,"Atomic layer deposition of zinc oxide onto 3D porous iron scaffolds for bone repair: in vitro degradation, antibacterial activity and cytocompatibility evaluation",Rare Metals,2022-02-01,10.1007/s12598-021-01852-8,closed in Unpaywall,404 not found,False,closed,,,,
2097,ALD-Coated Mesoporous Iridium-Titanium Mixed Oxides: Maximizing Iridium Utilization for an Outstanding OER Performance,Advanced Materials Interfaces,2022-02-01,10.1002/admi.202102035,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202102035,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202102035')
2099,Dual-Design of Nanoporous to Compact Interface via Atomic/Molecular Layer Deposition Enabling a Long-Life Silicon Anode,Advanced Functional Materials,2022-02-01,10.1002/adfm.202109682,closed in Unpaywall,404 not found,False,closed,,,,
